operator,rarity,class,promotion_level,level,hp,attack,defense,resistance,redeployment_time,dp_cost,block_count,attack_interval,cn_release_date,global_release_date,is_limited
Magallan,6.0,Supporter,2,37,965,430,126,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,38,967,430,126,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,39,970,431,126,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,40,973,432,127,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,41,975,433,127,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,42,978,433,127,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,43,980,434,127,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,44,983,435,128,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,45,986,436,128,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,46,988,436,128,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,47,991,437,128,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,48,994,438,129,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,49,996,439,129,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,50,999,439,129,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,51,1001,440,129,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,52,1004,441,130,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,53,1007,442,130,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,54,1009,442,130,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,55,1012,443,131,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,56,1014,444,131,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,57,1017,445,131,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,58,1020,445,131,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,59,1022,446,132,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,60,1025,447,132,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,61,1027,447,132,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,62,1030,448,132,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,63,1033,449,133,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,64,1035,450,133,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,65,1038,450,133,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,66,1040,451,134,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,67,1043,452,134,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,68,1046,453,134,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,69,1048,453,134,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,70,1051,454,135,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,71,1053,455,135,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,72,1056,456,135,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,73,1059,456,135,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,74,1061,457,136,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,75,1064,458,136,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,76,1067,459,136,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,77,1069,459,136,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,78,1072,460,137,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,79,1074,461,137,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,80,1077,462,137,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,81,1080,462,138,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,82,1082,463,138,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,83,1085,464,138,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,84,1087,465,138,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,85,1090,465,139,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,86,1093,466,139,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,87,1095,467,139,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,88,1098,468,139,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,89,1100,468,140,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Magallan,6.0,Supporter,2,90,1103,469,140,20,70,12,1,1.6,10/15/2019,3/25/2020,0.0
Hellagur,6.0,Guard,0,1,1568,340,160,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,2,1580,343,161,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,3,1593,346,162,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,4,1605,349,164,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,5,1618,352,165,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,6,1630,355,166,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,7,1643,358,167,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,8,1655,361,169,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,9,1668,364,170,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,10,1680,367,171,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,11,1693,370,172,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,12,1705,373,173,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,13,1718,376,175,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,14,1730,379,176,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,15,1743,382,177,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,16,1755,385,178,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,17,1768,388,180,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,18,1780,391,181,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,19,1792,394,182,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,20,1805,397,183,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,21,1817,400,184,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,22,1830,403,186,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,23,1842,406,187,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,24,1855,409,188,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,25,1867,412,189,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,26,1880,414,191,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,27,1892,417,192,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,28,1905,420,193,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,29,1917,423,194,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,30,1930,426,196,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,31,1942,429,197,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,32,1955,432,198,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,33,1967,435,199,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,34,1979,438,200,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,35,1992,441,202,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,36,2004,444,203,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,37,2017,447,204,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,38,2029,450,205,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,39,2042,453,207,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,40,2054,456,208,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,41,2067,459,209,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,42,2079,462,210,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,43,2092,465,211,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,44,2104,468,213,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,45,2117,471,214,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,46,2129,474,215,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,47,2142,477,216,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,48,2154,480,218,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,49,2167,483,219,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,0,50,2179,486,220,0,70,22,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,1,2179,486,220,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,2,2188,488,221,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,3,2196,490,222,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,4,2205,492,222,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,5,2214,493,223,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,6,2223,495,224,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,7,2231,497,225,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,8,2240,499,226,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,9,2249,501,226,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,10,2257,503,227,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,11,2266,504,228,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,12,2275,506,229,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,13,2284,508,230,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,14,2292,510,230,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,15,2301,512,231,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,16,2310,514,232,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,17,2319,516,233,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,18,2327,517,234,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,19,2336,519,234,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,20,2345,521,235,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,21,2353,523,236,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,22,2362,525,237,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,23,2371,527,238,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,24,2380,529,238,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,25,2388,530,239,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,26,2397,532,240,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,27,2406,534,241,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,28,2414,536,242,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,29,2423,538,242,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,30,2432,540,243,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,31,2441,541,244,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,32,2449,543,245,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,33,2458,545,246,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,34,2467,547,246,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,35,2476,549,247,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,36,2484,551,248,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,37,2493,553,249,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,38,2502,554,250,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,39,2510,556,250,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,40,2519,558,251,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,41,2528,560,252,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,42,2537,562,253,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,43,2545,564,253,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,44,2554,565,254,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,45,2563,567,255,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,46,2571,569,256,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,47,2580,571,257,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,48,2589,573,257,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,49,2598,575,258,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,50,2606,577,259,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,51,2615,578,260,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,52,2624,580,261,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,53,2633,582,261,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,54,2641,584,262,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,55,2650,586,263,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,56,2659,588,264,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,57,2667,589,265,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,58,2676,591,265,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,59,2685,593,266,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,60,2694,595,267,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,61,2702,597,268,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,62,2711,599,269,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,63,2720,601,269,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,64,2728,602,270,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,65,2737,604,271,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,66,2746,606,272,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,67,2755,608,273,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,68,2763,610,273,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,69,2772,612,274,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,70,2781,614,275,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,71,2790,615,276,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,72,2798,617,277,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,73,2807,619,277,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,74,2816,621,278,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,75,2824,623,279,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,76,2833,625,280,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,77,2842,626,281,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,78,2851,628,281,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,79,2859,630,282,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,1,80,2868,632,283,0,70,24,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,1,2868,632,283,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,2,2879,633,284,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,3,2890,635,284,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,4,2900,636,285,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,5,2911,638,285,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,6,2922,639,286,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,7,2933,641,286,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,8,2943,642,287,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,9,2954,644,288,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,10,2965,645,288,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,11,2976,647,289,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,12,2986,648,289,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,13,2997,650,290,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,14,3008,651,290,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,15,3019,652,291,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,16,3029,654,292,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,17,3040,655,292,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,18,3051,657,293,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,19,3062,658,293,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,20,3072,660,294,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,21,3083,661,294,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,22,3094,663,295,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,23,3105,664,296,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,24,3115,666,296,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,25,3126,667,297,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,26,3137,669,297,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,27,3148,670,298,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,28,3158,671,298,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,29,3169,673,299,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,30,3180,674,300,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,31,3191,676,300,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,32,3201,677,301,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,33,3212,679,301,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,34,3223,680,302,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,35,3234,682,302,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,36,3244,683,303,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,37,3255,685,304,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,38,3266,686,304,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,39,3277,688,305,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,40,3287,689,305,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,41,3298,690,306,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,42,3309,692,306,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,43,3320,693,307,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,44,3330,695,308,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,45,3341,696,308,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,46,3352,698,309,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,47,3363,699,309,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,48,3373,701,310,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,49,3384,702,311,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,50,3395,704,311,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,51,3406,705,312,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,52,3416,706,312,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,53,3427,708,313,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,54,3438,709,313,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,55,3449,711,314,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,56,3459,712,315,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,57,3470,714,315,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,58,3481,715,316,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,59,3492,717,316,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,60,3502,718,317,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,61,3513,720,317,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,62,3524,721,318,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,63,3535,723,319,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,64,3545,724,319,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,65,3556,725,320,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,66,3567,727,320,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,67,3578,728,321,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,68,3588,730,321,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
Hellagur,6.0,Guard,2,69,3599,731,322,0,70,26,1,1.2,9/10/2019,4/15/2020,0.0
